timestamp;ratio_now;ratio_m1;ratio_m2;ratio_m3;ratio_m4;basket_mid;comps_mid;choco_mid;straw_mid;roses_mid
55500;1.00503;1.00508;1.005;1.0049;1.005;70526.5;70173.5;7888.5;4041.5;14370.5
55600;1.00512;1.00513;1.00518;1.0051;1.005;70533.5;70174;7888.5;4041.5;14371
55700;1.00517;1.0052;1.00521;1.00526;1.00518;70539.5;70176.5;7888.5;4041.5;14373.5
55800;1.0051;1.00512;1.00516;1.00517;1.00522;70536.5;70178.5;7888;4041.5;14377.5
55900;1.00517;1.00515;1.00518;1.00522;1.00522;70540.5;70177.5;7887.5;4041.5;14378.5
56000;1.0052;1.00522;1.00521;1.00524;1.00527;70544.5;70179.5;7888;4041.5;14378.5
56100;1.00525;1.00522;1.00525;1.00524;1.00527;70546.5;70177.5;7888;4041.5;14376.5
56200;1.00512;1.0051;1.00507;1.0051;1.00508;70535.5;70176;7887;4042;14376
56300;1.0051;1.00513;1.00511;1.00508;1.00511;70536.5;70178.5;7885.5;4043;14378.5
56400;1.00512;1.00525;1.00529;1.00527;1.00524;70547.5;70187.5;7886.5;4043.5;14380.5
56500;1.00516;1.00525;1.00538;1.00542;1.0054;70556.5;70194;7887;4044;14382
56600;1.00507;1.00498;1.00507;1.0052;1.00524;70544;70187.5;7886.5;4044;14377.5
56700;1.00517;1.0051;1.005;1.0051;1.00522;70545.5;70182.5;7886.5;4043.5;14375.5
56800;1.00514;1.00527;1.0052;1.0051;1.0052;70552.5;70191.5;7888.5;4044;14373.5
56900;1.00516;1.00514;1.00527;1.0052;1.0051;70552.5;70190;7888.5;4044;14372
57000;1.0053;1.0053;1.00528;1.00541;1.00534;70562.5;70190;7890;4043.5;14369
57100;1.00538;1.00557;1.00557;1.00555;1.00568;70581.5;70203.5;7891.5;4044.5;14370.5
57200;1.00532;1.00537;1.00556;1.00556;1.00554;70580.5;70206.5;7890;4045.5;14373.5
57300;1.00531;1.00538;1.00542;1.00562;1.00562;70584.5;70211.5;7890;4045.5;14378.5
57400;1.00524;1.00531;1.00538;1.00542;1.00562;70584.5;70216;7891.5;4045.5;14377
57500;1.00539;1.00536;1.00542;1.00549;1.00554;70592.5;70213.5;7891;4045.5;14376.5
57600;1.00534;1.00535;1.00531;1.00538;1.00545;70589.5;70214;7892.5;4044.5;14377
57700;1.00527;1.00529;1.00529;1.00526;1.00532;70585.5;70215;7892;4045;14377
57800;1.00522;1.00524;1.00526;1.00526;1.00523;70583.5;70216.5;7893;4045;14374.5
57900;1.00538;1.00542;1.00544;1.00546;1.00546;70597.5;70219.5;7894;4044.5;14376.5
58000;1.00528;1.00506;1.00511;1.00513;1.00514;70575.5;70204.5;7891.5;4044.5;14371.5
58100;1.00519;1.00527;1.00505;1.00509;1.00511;70574.5;70210;7892.5;4045;14370
58200;1.00527;1.00521;1.00529;1.00507;1.00511;70576;70205.5;7892;4045.5;14364.5
58300;1.00522;1.00511;1.00504;1.00512;1.00491;70564.5;70197.5;7891;4044.5;14366.5
58400;1.00527;1.00517;1.00505;1.00499;1.00507;70560.5;70190.5;7891;4044;14362.5
58500;1.00529;1.00528;1.00518;1.00507;1.005;70561.5;70189.5;7891.5;4044;14359.5
58600;1.00531;1.00538;1.00537;1.00527;1.00515;70567.5;70194.5;7892;4044.5;14359.5
58700;1.00522;1.00527;1.00534;1.00532;1.00522;70564.5;70197.5;7893.5;4044.5;14356.5
58800;1.00521;1.00508;1.00512;1.0052;1.00518;70554.5;70188.5;7892.5;4043.5;14357.5
58900;1.00524;1.00528;1.00515;1.00519;1.00527;70559.5;70191.5;7893.5;4043.5;14356.5
59000;1.00522;1.00538;1.00542;1.00529;1.00534;70569.5;70202.5;7895;4043.5;14361.5
59100;1.00542;1.00546;1.00562;1.00567;1.00554;70586.5;70205.5;7896.5;4043.5;14358.5
59200;1.00534;1.00546;1.00551;1.00567;1.00571;70589.5;70214;7897;4045;14356
59300;1.00555;1.0055;1.00562;1.00566;1.00582;70600.5;70210.5;7896.5;4044.5;14357.5
59400;1.00565;1.00569;1.00564;1.00576;1.00581;70610.5;70213.5;7896.5;4045;14357.5
59500;1.00571;1.00569;1.00573;1.00568;1.00581;70613.5;70212;7896.5;4044.5;14359
59600;1.00577;1.0057;1.00568;1.00572;1.00567;70612.5;70207;7895.5;4044.5;14358
59700;1.00583;1.00594;1.00587;1.00585;1.00589;70624.5;70214.5;7896;4045;14360.5
59800;1.00585;1.00592;1.00603;1.00596;1.00593;70630.5;70219.5;7897;4045;14361.5
59900;1.00583;1.00586;1.00593;1.00604;1.00597;70631.5;70221.5;7896.5;4045;14365.5
60000;1.00572;1.00561;1.00563;1.00571;1.00581;70615.5;70213.5;7895.5;4045;14361.5
60100;1.0056;1.00556;1.00545;1.00548;1.00555;70604.5;70211;7895.5;4044.5;14362
60200;1.00556;1.00564;1.00561;1.00549;1.00552;70607.5;70216.5;7897;4044.5;14361.5
60300;1.00564;1.00571;1.00579;1.00576;1.00564;70618;70221.5;7898;4044.5;14362.5
60400;1.00563;1.00559;1.00566;1.00574;1.00571;70614.5;70219;7898;4044.5;14360
60500;1.00569;1.00577;1.00573;1.00581;1.00588;70624.5;70224.5;7898;4045;14362.5
60600;1.00562;1.00555;1.00563;1.00559;1.00566;70614.5;70219.5;7898.5;4044.5;14358.5
60700;1.00563;1.00572;1.00565;1.00573;1.00569;70621.5;70226;7899.5;4044.5;14361
60800;1.00553;1.0055;1.00559;1.00552;1.0056;70612.5;70223.5;7898.5;4044.5;14362.5
60900;1.00561;1.00545;1.00541;1.00551;1.00543;70606.5;70212.5;7898.5;4043.5;14357.5
61000;1.00552;1.00559;1.00543;1.0054;1.00549;70605.5;70217.5;7899.5;4043.5;14358.5
61100;1.00541;1.00538;1.00545;1.00529;1.00526;70595.5;70215.5;7901;4043;14353.5
61200;1.00522;1.00526;1.00524;1.00531;1.00515;70585.5;70218.5;7900;4044;14354.5
61300;1.00521;1.00512;1.00516;1.00514;1.00521;70578.5;70212.5;7899.5;4044;14350.5
61400;1.00519;1.00536;1.00528;1.00532;1.00529;70589.5;70224.5;7901;4045;14350.5
61500;1.00529;1.00532;1.00549;1.00541;1.00545;70598.5;70226.5;7902.5;4044.5;14349.5
61600;1.00519;1.00508;1.00511;1.00528;1.00519;70583.5;70219;7902.5;4044;14345
61700;1.00514;1.00513;1.00502;1.00505;1.00522;70579.5;70218;7902;4045;14340
61800;1.00497;1.00497;1.00495;1.00484;1.00487;70567;70217.5;7901.5;4045;14341.5
61900;1.00501;1.00496;1.00495;1.00494;1.00483;70566;70214;7901;4045;14340
62000;1.00502;1.00503;1.00498;1.00497;1.00496;70567.5;70215;7900.5;4045;14343
62100;1.00511;1.0051;1.00512;1.00506;1.00506;70573.5;70214.5;7900.5;4045;14342.5
62200;1.00514;1.00519;1.00519;1.0052;1.00515;70579.5;70218.5;7899.5;4045;14350.5
62300;1.00524;1.00539;1.00544;1.00544;1.00545;70597;70228.5;7902;4045;14350.5
62400;1.00529;1.00548;1.00562;1.00568;1.00567;70613.5;70241.5;7902.5;4046;14355.5
62500;1.00536;1.00539;1.00558;1.00572;1.00578;70620.5;70243.5;7903.5;4045.5;14356.5
62600;1.00538;1.00546;1.00549;1.00568;1.00582;70627.5;70249.5;7903.5;4046.5;14356.5
62700;1.00547;1.00545;1.00553;1.00556;1.00575;70632.5;70248;7903.5;4046;14358
62800;1.00549;1.00545;1.00543;1.00551;1.00554;70631;70245;7902.5;4046.5;14356
62900;1.00556;1.00545;1.00541;1.00539;1.00548;70628.5;70237.5;7902.5;4045.5;14354.5
63000;1.00546;1.00552;1.00541;1.00537;1.00535;70625.5;70241.5;7902.5;4045.5;14358.5
63100;1.00548;1.00545;1.0055;1.0054;1.00535;70624.5;70239.5;7902;4045.5;14358.5
63200;1.00541;1.00533;1.00531;1.00536;1.00526;70614.5;70234.5;7901.5;4045.5;14355.5
63300;1.00548;1.00551;1.00543;1.0054;1.00546;70621.5;70236.5;7902.5;4045;14356.5
63400;1.00553;1.00545;1.00548;1.00541;1.00538;70619.5;70230.5;7901.5;4045;14354.5
63500;1.00546;1.00552;1.00543;1.00546;1.00539;70618.5;70234.5;7902.5;4045;14354.5
63600;1.00543;1.00543;1.00549;1.00541;1.00543;70616.5;70234.5;7902.5;4044.5;14357.5
63700;1.00539;1.00548;1.00548;1.00553;1.00545;70619.5;70240.5;7903;4044.5;14361.5
63800;1.00528;1.00532;1.00541;1.00541;1.00546;70614.5;70243.5;7902.5;4044.5;14366.5
63900;1.00533;1.00526;1.00531;1.00539;1.00539;70613.5;70238.5;7900.5;4044.5;14369.5
64000;1.00522;1.00529;1.00522;1.00526;1.00535;70610.5;70243.5;7902;4044;14371.5
64100;1.00523;1.00528;1.00535;1.00528;1.00532;70614.5;70246.5;7902.5;4044;14372.5
64200;1.00521;1.00511;1.00515;1.00522;1.00515;70605.5;70239.5;7900.5;4044;14373.5
64300;1.00511;1.00518;1.00508;1.00513;1.0052;70604;70244.5;7902.5;4043.5;14373.5
64400;1.00513;1.00526;1.00533;1.00523;1.00528;70614.5;70254;7902.5;4044;14380
64500;1.00508;1.00497;1.00511;1.00518;1.00508;70603.5;70246.5;7901.5;4043.5;14379.5
64600;1.00511;1.00512;1.00501;1.00515;1.00522;70606.5;70247.5;7900.5;4043.5;14384.5
64700;1.00504;1.00509;1.00511;1.005;1.00513;70605.5;70251;7901.5;4043.5;14384
64800;1.00491;1.00499;1.00504;1.00506;1.00495;70602;70256.5;7902;4043.5;14387.5
64900;1.00499;1.00491;1.00498;1.00503;1.00505;70601.5;70250.5;7902.5;4043.5;14379.5
65000;1.00496;1.00498;1.00489;1.00497;1.00502;70600.5;70251.5;7902.5;4043.5;14380.5
65100;1.00502;1.00483;1.00485;1.00476;1.00484;70591.5;70238.5;7900.5;4043;14378.5
65200;1.00493;1.00506;1.00488;1.00489;1.00481;70594.5;70248;7901;4043.5;14383
65300;1.00506;1.00513;1.00526;1.00508;1.00509;70608.5;70252.5;7901;4043.5;14387.5
65400;1.00511;1.00506;1.00512;1.00526;1.00507;70608;70248.5;7900.5;4043.5;14385.5
65500;1.00511;1.00515;1.00509;1.00516;1.00529;70610.5;70251.5;7900.5;4044;14385.5
65600;1.00515;1.00516;1.00521;1.00515;1.00521;70614.5;70252.5;7900;4044;14388.5
65700;1.0052;1.00533;1.00534;1.00538;1.00533;70627;70261;7902;4044;14389
65800;1.00522;1.00524;1.00536;1.00538;1.00542;70629.5;70262.5;7901.5;4044.5;14389.5
65900;1.0052;1.00542;1.00544;1.00556;1.00557;70643.5;70277.5;7904.5;4044.5;14392.5
66000;1.00537;1.00533;1.00555;1.00557;1.00569;70652.5;70275;7904;4045;14389
66100;1.00546;1.00552;1.00549;1.0057;1.00572;70663.5;70279.5;7904;4045;14393.5
66200;1.00555;1.00558;1.00564;1.00561;1.00582;70672;70281.5;7905;4044.5;14394.5
66300;1.00551;1.00546;1.00549;1.00555;1.00552;70665.5;70278;7904.5;4045.5;14387
66400;1.00563;1.00561;1.00556;1.00559;1.00565;70672.5;70276.5;7905.5;4045;14384.5
66500;1.00569;1.00556;1.00554;1.00549;1.00552;70667.5;70267.5;7904;4044.5;14384.5
66600;1.00578;1.00584;1.00572;1.00569;1.00564;70678.5;70272;7903.5;4044.5;14391
66700;1.0058;1.00574;1.0058;1.00567;1.00565;70675.5;70267.5;7903;4044;14391.5
66800;1.00586;1.00579;1.00572;1.00579;1.00566;70674.5;70262.5;7902;4044.5;14387.5
66900;1.00602;1.00606;1.00599;1.00592;1.00599;70688.5;70265.5;7902.5;4044;14391.5
67000;1.0061;1.00607;1.00611;1.00604;1.00598;70692.5;70263.5;7902.5;4043.5;14392.5
67100;1.00607;1.00617;1.00614;1.00619;1.00611;70697.5;70270.5;7903.5;4044;14392.5
67200;1.00595;1.00599;1.00609;1.00606;1.0061;70691.5;70273;7902.5;4044.5;14396
67300;1.00592;1.00598;1.00601;1.00611;1.00609;70693.5;70277;7904.5;4044;14395
67400;1.00585;1.00575;1.00581;1.00584;1.00594;70681.5;70270;7903.5;4043.5;14395
67500;1.00591;1.00598;1.00588;1.00594;1.00597;70690.5;70275;7904;4043.5;14398
67600;1.00584;1.00584;1.00591;1.00581;1.00586;70685.5;70274.5;7903.5;4043.5;14399.5
67700;1.00584;1.006;1.00599;1.00606;1.00596;70696.5;70285.5;7905.5;4043.5;14402.5
67800;1.00574;1.00571;1.00587;1.00586;1.00594;70687.5;70283.5;7904.5;4044;14401.5
67900;1.00563;1.00566;1.00563;1.00579;1.00578;70681.5;70285.5;7903;4044.5;14406.5
68000;1.00574;1.00571;1.00574;1.00571;1.00587;70687.5;70284;7903.5;4044.5;14403
68100;1.00564;1.00555;1.00553;1.00556;1.00553;70674.5;70277.5;7903.5;4044;14399.5
68200;1.00562;1.0056;1.00551;1.00549;1.00552;70671.5;70276;7902;4044.5;14401
68300;1.00562;1.00569;1.00567;1.00558;1.00556;70676.5;70281.5;7903.5;4044.5;14400.5
68400;1.00576;1.00576;1.00584;1.00581;1.00572;70686.5;70281.5;7904;4044;14401.5
68500;1.00574;1.00574;1.00574;1.00581;1.00579;70685;70281.5;7904;4044;14401.5
68600;1.00577;1.00566;1.00566;1.00566;1.00574;70679.5;70273.5;7902;4044;14401.5
68700;1.00577;1.00576;1.00564;1.00564;1.00564;70678.5;70273;7902.5;4044;14399
68800;1.00581;1.00591;1.0059;1.00579;1.00579;70688.5;70279.5;7904.5;4043.5;14400.5
68900;1.00575;1.00583;1.00592;1.00591;1.0058;70689.5;70285;7905;4043.5;14404
69000;1.00586;1.0058;1.00588;1.00597;1.00596;70693;70281;7904.5;4043.5;14402
69100;1.00588;1.00601;1.00596;1.00604;1.00613;70704;70290.5;7904;4044.5;14407.5
69200;1.00581;1.00587;1.00601;1.00595;1.00603;70703.5;70294.5;7904.5;4044;14412.5
69300;1.00577;1.00571;1.00577;1.00591;1.00585;70696.5;70290.5;7902.5;4045;14410.5
69400;1.00571;1.00574;1.00569;1.00574;1.00588;70694.5;70292.5;7902.5;4045;14412.5
69500;1.00576;1.00571;1.00574;1.00569;1.00574;70694.5;70289;7901.5;4045.5;14410
69600;1.00582;1.00585;1.0058;1.00583;1.00577;70700.5;70291;7902;4045.5;14410
69700;1.00591;1.00582;1.00585;1.0058;1.00583;70700.5;70284.5;7901;4045.5;14407.5
69800;1.00586;1.00589;1.00579;1.00582;1.00577;70698.5;70286.5;7901;4046;14406.5
69900;1.00594;1.00586;1.00589;1.00579;1.00582;70698.5;70280.5;7901.5;4045.5;14401.5
70000;1.0059;1.00594;1.00586;1.00589;1.00579;70698.5;70283.5;7903;4045;14401.5
70100;1.00589;1.00595;1.00599;1.00591;1.00594;70702;70288;7904;4045.5;14399
70200;1.00597;1.00606;1.00613;1.00617;1.00608;70714.5;70294.5;7905.5;4046;14396.5
70300;1.00597;1.00584;1.00593;1.006;1.00604;70705.5;70285.5;7904.5;4046;14391.5
70400;1.0059;1.00586;1.00573;1.00582;1.00589;70697.5;70282.5;7905;4045;14392.5
70500;1.00599;1.00616;1.00612;1.00599;1.00608;70716;70294.5;7907.5;4044.5;14397.5
70600;1.00582;1.00587;1.00604;1.006;1.00587;70707.5;70298;7908.5;4044.5;14397
70700;1.00577;1.00577;1.00582;1.00599;1.00595;70704;70298;7908.5;4044.5;14397
70800;1.00573;1.00564;1.00564;1.00569;1.00586;70694.5;70291.5;7907.5;4044.5;14394.5
70900;1.00573;1.0058;1.00571;1.00571;1.00576;70699.5;70296.5;7909;4044.5;14393.5
71000;1.0057;1.00573;1.0058;1.00571;1.00571;70699.5;70298.5;7910;4044.5;14391.5
71100;1.00566;1.0056;1.00563;1.0057;1.00561;70692.5;70294.5;7910;4044.5;14387.5
71200;1.00573;1.00557;1.00551;1.00554;1.00561;70686.5;70283.5;7908.5;4044;14385.5
71300;1.00567;1.00563;1.00547;1.00541;1.00544;70679.5;70281;7907.5;4044.5;14384
71400;1.00584;1.00592;1.00589;1.00573;1.00567;70697.5;70286.5;7908.5;4044.5;14385.5
71500;1.00569;1.00576;1.00584;1.0058;1.00564;70691.5;70291.5;7908.5;4045.5;14384.5
71600;1.0057;1.00579;1.00586;1.00594;1.0059;70698.5;70297.5;7910.5;4045;14385.5
71700;1.0058;1.00584;1.00593;1.006;1.00608;70708.5;70300.5;7909.5;4045.5;14389.5
71800;1.00584;1.00588;1.00593;1.00601;1.00608;70714.5;70303.5;7909.5;4045.5;14392.5
71900;1.00583;1.00582;1.00586;1.00591;1.00599;70713;70302.5;7909.5;4045.5;14391.5
72000;1.00593;1.0058;1.00578;1.00583;1.00587;70710.5;70293;7907.5;4046;14387
72100;1.006;1.00595;1.00581;1.0058;1.00584;70711.5;70289.5;7907.5;4045.5;14386.5
72200;1.00588;1.0059;1.00585;1.00571;1.0057;70704.5;70290.5;7907.5;4045.5;14387.5
72300;1.0059;1.00611;1.00613;1.00608;1.00594;70720.5;70305.5;7909;4046.5;14390.5
72400;1.00605;1.00598;1.00619;1.00621;1.00615;70726;70300;7909;4045.5;14391
72500;1.00613;1.00618;1.0061;1.00631;1.00633;70734.5;70303;7908.5;4045;14399
72600;1.00616;1.00603;1.00607;1.00599;1.0062;70727;70293.5;7907;4044.5;14398.5
72700;1.00606;1.00607;1.00593;1.00598;1.0059;70720.5;70294.5;7907.5;4044;14400.5
72800;1.00623;1.00624;1.00625;1.00612;1.00616;70733.5;70295;7909;4043.5;14398
72900;1.00628;1.00627;1.00628;1.00629;1.00615;70736;70294.5;7909.5;4043.5;14395.5
73000;1.00623;1.00633;1.00632;1.00633;1.00634;70739.5;70301;7910.5;4044;14395
73100;1.00609;1.00602;1.00611;1.0061;1.00611;70724.5;70296;7909;4044;14396
73200;1.00619;1.00626;1.00619;1.00628;1.00628;70736.5;70301;7910.5;4043.5;14398
73300;1.0063;1.00612;1.00619;1.00612;1.00621;70731.5;70288.5;7909.5;4043.5;14389.5
73400;1.00623;1.0063;1.00612;1.00619;1.00612;70731.5;70293;7909;4044;14393
73500;1.00632;1.00623;1.00629;1.00611;1.00618;70731;70286.5;7907;4043.5;14397.5
73600;1.00641;1.00644;1.00635;1.00641;1.00623;70739.5;70288.5;7906.5;4043.5;14401.5
73700;1.0064;1.0064;1.00643;1.00634;1.0064;70739;70289;7906;4043.5;14404
73800;1.00655;1.00646;1.00647;1.0065;1.0064;70743.5;70282.5;7904.5;4043.5;14403.5
73900;1.00667;1.00675;1.00666;1.00667;1.0067;70757.5;70288.5;7905.5;4043.5;14405.5
74000;1.0067;1.00665;1.00674;1.00665;1.00665;70756.5;70285.5;7904.5;4043;14409.5
74100;1.00669;1.0067;1.00665;1.00674;1.00665;70756.5;70286;7904.5;4043.5;14407
74200;1.0066;1.00673;1.00674;1.0067;1.00678;70759.5;70295;7905.5;4044;14409
74300;1.00652;1.00652;1.00665;1.00665;1.00661;70753.5;70294.5;7905;4044;14410.5
74400;1.00648;1.00648;1.00647;1.0066;1.00661;70750.5;70294.5;7905;4044;14410.5
74500;1.00644;1.00658;1.00658;1.00657;1.0067;70757.5;70304.5;7905.5;4044.5;14415.5
74600;1.0063;1.00623;1.00637;1.00637;1.00636;70742.5;70299;7904.5;4044.5;14414
74700;1.00645;1.00642;1.00634;1.00648;1.00648;70750.5;70296.5;7904.5;4044.5;14411.5
74800;1.00647;1.0065;1.00646;1.00638;1.00652;70753.5;70298.5;7905;4044.5;14411.5
74900;1.00637;1.00633;1.00636;1.00633;1.00625;70744;70296;7905.5;4044;14410
75000;1.00639;1.00649;1.00645;1.00648;1.00645;70752.5;70303;7905.5;4044.5;14414
75100;1.00642;1.00636;1.00646;1.00642;1.00645;70750.5;70298.5;7905.5;4044.5;14409.5
75200;1.00652;1.00642;1.00636;1.00646;1.00642;70750.5;70291.5;7904.5;4044.5;14406.5
75300;1.00644;1.00644;1.00634;1.00627;1.00638;70744.5;70291.5;7903.5;4045;14407.5
75400;1.00643;1.00648;1.00648;1.00637;1.00631;70747;70294.5;7904.5;4044.5;14409.5
75500;1.00635;1.00634;1.00638;1.00638;1.00628;70740.5;70293.5;7905;4044.5;14406.5
75600;1.00626;1.00632;1.0063;1.00635;1.00635;70738;70297.5;7906.5;4043.5;14410.5
75700;1.00612;1.00616;1.00622;1.0062;1.00625;70731;70300.5;7908.5;4043.5;14405.5
75800;1.00624;1.00635;1.0064;1.00645;1.00644;70747.5;70308.5;7909;4044;14408.5
75900;1.00626;1.00621;1.00632;1.00637;1.00643;70745.5;70305;7909.5;4043.5;14406
76000;1.00625;1.0063;1.00625;1.00637;1.00641;70748.5;70309;7910;4044;14405
76100;1.0064;1.00642;1.00647;1.00642;1.00654;70760.5;70310;7909;4044;14410
76200;1.00637;1.00635;1.00636;1.00642;1.00637;70756.5;70308;7908.5;4044;14410
76300;1.00634;1.00635;1.00632;1.00633;1.00639;70754.5;70308.5;7909;4044;14408.5
76400;1.00628;1.00625;1.00626;1.00623;1.00625;70748.5;70306.5;7909;4043.5;14409.5
76500;1.00641;1.00651;1.00648;1.00649;1.00646;70764.5;70313.5;7909.5;4043.5;14414.5
76600;1.00632;1.00638;1.00648;1.00645;1.00646;70762.5;70318;7910.5;4043.5;14415
76700;1.00635;1.00627;1.00634;1.00644;1.00641;70759.5;70313;7910.5;4043;14413
76800;1.00628;1.0063;1.00623;1.0063;1.0064;70756.5;70314.5;7911.5;4042.5;14413.5
76900;1.00608;1.00603;1.00605;1.00597;1.00604;70738.5;70310.5;7912;4042;14410.5
77000;1.00599;1.0059;1.00584;1.00586;1.00579;70725.5;70304;7910;4042.5;14409
77100;1.00604;1.00596;1.00587;1.00581;1.00583;70723.5;70298.5;7909;4042.5;14407.5
77200;1.00603;1.00614;1.00606;1.00597;1.00591;70730.5;70306.5;7910.5;4042.5;14409.5
77300;1.00591;1.00601;1.00613;1.00605;1.00595;70729.5;70313.5;7912.5;4042.5;14408.5
77400;1.0058;1.00575;1.00586;1.00597;1.00589;70718.5;70310.5;7911.5;4042.5;14409.5
77500;1.00588;1.00593;1.00588;1.00598;1.0061;70727.5;70314;7911.5;4042.5;14413
77600;1.00588;1.00612;1.00617;1.00612;1.00622;70744.5;70330.5;7914.5;4042.5;14417.5
77700;1.00593;1.00588;1.00612;1.00617;1.00612;70744.5;70327;7915.5;4042;14413
77800;1.00599;1.00596;1.00591;1.00615;1.0062;70746.5;70325;7915;4042;14413
77900;1.00603;1.00593;1.0059;1.00585;1.00609;70742.5;70318;7914;4042;14410
78000;1.0061;1.00603;1.00593;1.0059;1.00585;70742.5;70313;7913;4041.5;14412
78100;1.00608;1.00607;1.006;1.0059;1.00587;70740.5;70312.5;7913.5;4041;14412.5
78200;1.00619;1.0062;1.00619;1.00612;1.00602;70748.5;70313;7913.5;4041;14413
78300;1.00618;1.00606;1.00607;1.00606;1.00599;70739.5;70304.5;7912.5;4040.5;14411.5
78400;1.00598;1.00605;1.00593;1.00594;1.00593;70730.5;70310;7914.5;4040.5;14409
78500;1.00598;1.00585;1.00593;1.00581;1.00582;70722;70301.5;7913.5;4040.5;14404.5
78600;1.00595;1.00603;1.0059;1.00598;1.00586;70725.5;70306.5;7914;4040.5;14407.5
78700;1.00613;1.00615;1.00623;1.0061;1.00618;70739.5;70308;7914.5;4040.5;14407
78800;1.00627;1.00616;1.00618;1.00625;1.00613;70741.5;70300.5;7912.5;4040.5;14407.5
78900;1.00622;1.00632;1.00622;1.00624;1.00631;70745.5;70307.5;7912.5;4041.5;14408.5
79000;1.0063;1.00622;1.00632;1.00621;1.00623;70745;70301.5;7910.5;4041.5;14410.5
79100;1.00627;1.00634;1.00625;1.00635;1.00625;70747.5;70306.5;7910.5;4041.5;14415.5
79200;1.00635;1.00634;1.00641;1.00632;1.00642;70752.5;70305.5;7909.5;4042;14415.5
79300;1.0063;1.0064;1.00638;1.00645;1.00637;70755.5;70312.5;7910;4042.5;14417.5
79400;1.00642;1.00633;1.00643;1.00642;1.00649;70758;70306;7909.5;4042.5;14413
79500;1.00643;1.00647;1.00638;1.00648;1.00647;70761.5;70309;7910.5;4042.5;14412
79600;1.00651;1.00636;1.0064;1.00631;1.00641;70756.5;70298.5;7907.5;4043;14410.5
79700;1.00645;1.00638;1.00623;1.00627;1.00618;70747.5;70293.5;7907.5;4042.5;14408.5
79800;1.00618;1.00634;1.00627;1.00612;1.00616;70739.5;70305;7909.5;4042.5;14412
79900;1.00618;1.00618;1.00635;1.00628;1.00613;70740;70305.5;7909.5;4042.5;14412.5
80000;1.00624;1.00628;1.00629;1.00645;1.00638;70747.5;70308.5;7911;4042;14412.5
80100;1.00633;1.00618;1.00622;1.00623;1.0064;70743.5;70298.5;7909;4041.5;14413.5
80200;1.00618;1.00611;1.00597;1.00601;1.00602;70728.5;70293.5;7908;4041.5;14412.5
80300;1.00613;1.00611;1.00604;1.0059;1.00594;70723.5;70292;7908.5;4041;14412
80400;1.00601;1.00595;1.00593;1.00586;1.00571;70710.5;70287.5;7908.5;4040.5;14410.5
80500;1.00613;1.00606;1.006;1.00598;1.00591;70714;70283;7907;4041;14409
80600;1.00613;1.00613;1.00607;1.00601;1.00598;70714.5;70283;7906.5;4041.5;14408
80700;1.00621;1.00623;1.00623;1.00617;1.00611;70721.5;70284.5;7905.5;4042.5;14407.5
80800;1.00618;1.00608;1.00611;1.00611;1.00604;70712.5;70277.5;7905;4042.5;14402.5
80900;1.00622;1.00626;1.00616;1.00618;1.00618;70717.5;70280;7905.5;4042.5;14403
81000;1.00629;1.00632;1.00636;1.00626;1.00628;70724.5;70282;7906;4042.5;14403
81100;1.00621;1.00628;1.00631;1.00634;1.00624;70723.5;70286.5;7906;4043;14404.5
81200;1.00616;1.00597;1.00603;1.00606;1.0061;70706.5;70273.5;7903.5;4043;14401.5
81300;1.00624;1.00613;1.00594;1.00601;1.00604;70704.5;70266;7903;4042.5;14399
81400;1.00631;1.00632;1.00621;1.00603;1.00609;70710.5;70266.5;7901;4043.5;14401.5
81500;1.00629;1.00626;1.00626;1.00616;1.00597;70706.5;70264.5;7901;4043.5;14399.5
81600;1.00639;1.00643;1.0064;1.00641;1.0063;70716.5;70267;7902;4043;14401
81700;1.00631;1.00636;1.0064;1.00637;1.00638;70714.5;70270.5;7902.5;4043.5;14399.5
81800;1.00633;1.00631;1.00636;1.00639;1.00636;70714;70269;7903;4043.5;14396
81900;1.0064;1.00626;1.00624;1.00629;1.00633;70709.5;70259.5;7901.5;4043.5;14392.5
82000;1.00623;1.00627;1.00614;1.00611;1.00616;70700.5;70262.5;7902;4044;14390.5
82100;1.00619;1.00614;1.00619;1.00605;1.00603;70694.5;70259.5;7901.5;4044;14389.5
82200;1.00627;1.00613;1.00609;1.00613;1.00599;70690.5;70249.5;7900.5;4043.5;14386.5
82300;1.00627;1.00627;1.00613;1.00609;1.00613;70690.5;70249.5;7899.5;4043.5;14390.5
82400;1.0063;1.00629;1.00629;1.00614;1.0061;70691.5;70248.5;7900;4043;14390.5
82500;1.00622;1.0062;1.00619;1.00619;1.00604;70684.5;70247.5;7901;4042.5;14388.5
82600;1.00629;1.00643;1.00642;1.0064;1.0064;70699.5;70257.5;7902.5;4042.5;14392.5
82700;1.00624;1.00631;1.00646;1.00644;1.00643;70701.5;70262.5;7902.5;4043;14394.5
82800;1.00633;1.0063;1.00637;1.00651;1.0065;70705.5;70260.5;7902.5;4043;14392.5
82900;1.00636;1.00631;1.00629;1.00636;1.0065;70704.5;70257.5;7901.5;4043.5;14390.5
83000;1.00634;1.00641;1.00637;1.00634;1.00641;70708.5;70262.5;7903;4043.5;14389.5
83100;1.00659;1.00658;1.00666;1.00661;1.00658;70725.5;70262;7903;4043;14392
83200;1.00641;1.00632;1.00631;1.00639;1.00634;70706.5;70255.5;7903;4042.5;14388.5
