TRACKING_LOG STARFRUIT FLAT [5026]
TRACKING_LOG STARFRUIT FLAT [5026, 5028]
TRACKING_LOG STARFRUIT FLAT [5026, 5028, 5024]
TRACKING_LOG STARFRUIT FLAT [5026, 5028, 5024, 5025]
TRACKING_LOG STARFRUIT FLAT [5026, 5028, 5024, 5025, 5025]
TRACKING_LOG STARFRUIT FLAT [5026, 5028, 5024, 5025, 5025, 5027]
TRACKING_LOG STARFRUIT FLAT [5021, 5020, 5020, 5020, 5020, 5021, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5020, 5021, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5021, 5020, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5021, 5020, 5020, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5020, 5020, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5020, 5020, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5020, 5020, 5019, 5019, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5019, 5019, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5019, 5018, 5019, 5021]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5018, 5019, 5021, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5019, 5021, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5021, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT UP [5018, 5019, 5021, 5019, 5018, 5019, 5021]
TRACKING_LOG STARFRUIT UP [5019, 5021, 5019, 5018, 5019, 5021, 5021]
TRACKING_LOG STARFRUIT DOWN [5021, 5019, 5018, 5019, 5021, 5021, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5021, 5021, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5021, 5021, 5018, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5019, 5021, 5021, 5018, 5018, 5017, 5018]
TRACKING_LOG STARFRUIT DOWN [5021, 5021, 5018, 5018, 5017, 5018, 5017]
TRACKING_LOG STARFRUIT DOWN [5021, 5018, 5018, 5017, 5018, 5017, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5017, 5018, 5017, 5017, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5017, 5018, 5017, 5017, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5017, 5017, 5018, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5017, 5017, 5018, 5018, 5017, 5019]
TRACKING_LOG STARFRUIT UP [5017, 5017, 5018, 5018, 5017, 5019, 5021]
TRACKING_LOG STARFRUIT UP [5017, 5018, 5018, 5017, 5019, 5021, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5017, 5019, 5021, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5017, 5019, 5021, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT UP [5017, 5019, 5021, 5019, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5021, 5019, 5019, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5021, 5019, 5019, 5018, 5019, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5019, 5019, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5019, 5020, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5019, 5020, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5020, 5019, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5019, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5019, 5018, 5018, 5018, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5018, 5018, 5017, 5018]
TRACKING_LOG STARFRUIT UP [5018, 5018, 5018, 5018, 5017, 5018, 5020]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5017, 5018, 5020, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5017, 5018, 5020, 5018, 5017]
TRACKING_LOG STARFRUIT UP [5018, 5017, 5018, 5020, 5018, 5017, 5020]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5020, 5018, 5017, 5020, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5020, 5018, 5017, 5020, 5017, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5018, 5017, 5020, 5017, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5017, 5020, 5017, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5017, 5020, 5017, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5020, 5017, 5018, 5018, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5018, 5018, 5018, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5018, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5019, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5018, 5018, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5018, 5018, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5018, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5019, 5018, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5018, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5018, 5019, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5018, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT UP [5018, 5019, 5018, 5018, 5018, 5019, 5021]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5018, 5019, 5021, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5019, 5021, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5021, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5021, 5019, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5021, 5019, 5019, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5019, 5019, 5018, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5019, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5019, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5019, 5018, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5018, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5019, 5019, 5019, 5022]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5022, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5022, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5022, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5022, 5019, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5022, 5019, 5019, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5022, 5019, 5019, 5019, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5018, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5018, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5019, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5019, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5019, 5019, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5018, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5018, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5018, 5018, 5019, 5019, 5019, 5023]
TRACKING_LOG STARFRUIT UP [5018, 5018, 5019, 5019, 5019, 5023, 5020]
TRACKING_LOG STARFRUIT UP [5018, 5019, 5019, 5019, 5023, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5023, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5023, 5020, 5020, 5020, 5021]
TRACKING_LOG STARFRUIT UP [5019, 5023, 5020, 5020, 5020, 5021, 5021]
TRACKING_LOG STARFRUIT FLAT [5023, 5020, 5020, 5020, 5021, 5021, 5022]
TRACKING_LOG STARFRUIT UP [5020, 5020, 5020, 5021, 5021, 5022, 5023]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5021, 5021, 5022, 5023, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5021, 5022, 5023, 5020, 5021]
TRACKING_LOG STARFRUIT FLAT [5021, 5021, 5022, 5023, 5020, 5021, 5020]
TRACKING_LOG STARFRUIT FLAT [5021, 5022, 5023, 5020, 5021, 5020, 5020]
TRACKING_LOG STARFRUIT DOWN [5022, 5023, 5020, 5021, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT DOWN [5023, 5020, 5021, 5020, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5020, 5020, 5020, 5020, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5020, 5020, 5020, 5020, 5019, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5020, 5020, 5020, 5019, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5020, 5020, 5019, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5020, 5019, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5019, 5018, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5018, 5018, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5018, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5018, 5018, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5018, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5018, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5019, 5019, 5019, 5022]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5019, 5019, 5022, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5019, 5022, 5019, 5022]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5022, 5019, 5022, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5022, 5019, 5022, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5022, 5019, 5022, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT DOWN [5022, 5019, 5022, 5020, 5020, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5022, 5020, 5020, 5020, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5022, 5020, 5020, 5020, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5019, 5019, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5019, 5019, 5019, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5019, 5019, 5020, 5019, 5019]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5020, 5019, 5019, 5021]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5020, 5019, 5019, 5021, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5019, 5019, 5021, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5019, 5021, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5021, 5019, 5019, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5021, 5019, 5019, 5019, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5021, 5019, 5019, 5019, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT UP [5019, 5019, 5019, 5020, 5020, 5020, 5022]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5020, 5020, 5020, 5022, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5020, 5020, 5022, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5022, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5022, 5020, 5020, 5020, 5021]
TRACKING_LOG STARFRUIT UP [5020, 5022, 5020, 5020, 5020, 5021, 5023]
TRACKING_LOG STARFRUIT DOWN [5022, 5020, 5020, 5020, 5021, 5023, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5021, 5023, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5021, 5023, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5023, 5020, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5021, 5023, 5020, 5020, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT DOWN [5023, 5020, 5020, 5020, 5020, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5020, 5020, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5020, 5019, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5019, 5020, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5019, 5020, 5019, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5020, 5019, 5020, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5019, 5020, 5019, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5020, 5019, 5020, 5020, 5020]
TRACKING_LOG STARFRUIT UP [5019, 5020, 5019, 5020, 5020, 5020, 5022]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5020, 5020, 5020, 5022, 5021]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5020, 5020, 5022, 5021, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5020, 5022, 5021, 5020, 5021]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5022, 5021, 5020, 5021, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5022, 5021, 5020, 5021, 5020, 5021]
TRACKING_LOG STARFRUIT FLAT [5022, 5021, 5020, 5021, 5020, 5021, 5021]
TRACKING_LOG STARFRUIT FLAT [5021, 5020, 5021, 5020, 5021, 5021, 5021]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5020, 5021, 5021, 5021, 5021]
TRACKING_LOG STARFRUIT FLAT [5021, 5020, 5021, 5021, 5021, 5021, 5020]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5021, 5021, 5021, 5020, 5021]
TRACKING_LOG STARFRUIT DOWN [5021, 5021, 5021, 5021, 5020, 5021, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5021, 5021, 5020, 5021, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5021, 5020, 5021, 5019, 5019, 5019]
TRACKING_LOG STARFRUIT DOWN [5021, 5020, 5021, 5019, 5019, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5020, 5021, 5019, 5019, 5019, 5018, 5020]
TRACKING_LOG STARFRUIT FLAT [5021, 5019, 5019, 5019, 5018, 5020, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5019, 5018, 5020, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5019, 5019, 5018, 5020, 5020, 5019, 5020]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5020, 5020, 5019, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5018, 5020, 5020, 5019, 5020, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5020, 5020, 5019, 5020, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT DOWN [5020, 5019, 5020, 5019, 5018, 5019, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5020, 5019, 5018, 5019, 5018, 5019]
TRACKING_LOG STARFRUIT FLAT [5020, 5019, 5018, 5019, 5018, 5019, 5021]
TRACKING_LOG STARFRUIT DOWN [5019, 5018, 5019, 5018, 5019, 5021, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5018, 5019, 5021, 5017, 5018]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5019, 5021, 5017, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5021, 5017, 5018, 5018, 5019]
TRACKING_LOG STARFRUIT DOWN [5019, 5021, 5017, 5018, 5018, 5019, 5017]
TRACKING_LOG STARFRUIT DOWN [5021, 5017, 5018, 5018, 5019, 5017, 5017]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5018, 5019, 5017, 5017, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5019, 5017, 5017, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5019, 5017, 5017, 5018, 5017, 5017]
TRACKING_LOG STARFRUIT DOWN [5019, 5017, 5017, 5018, 5017, 5017, 5017]
TRACKING_LOG STARFRUIT UP [5017, 5017, 5018, 5017, 5017, 5017, 5019]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5017, 5017, 5017, 5019, 5018]
TRACKING_LOG STARFRUIT UP [5018, 5017, 5017, 5017, 5019, 5018, 5020]
TRACKING_LOG STARFRUIT UP [5017, 5017, 5017, 5019, 5018, 5020, 5019]
TRACKING_LOG STARFRUIT FLAT [5017, 5017, 5019, 5018, 5020, 5019, 5018]
TRACKING_LOG STARFRUIT UP [5017, 5019, 5018, 5020, 5019, 5018, 5020]
TRACKING_LOG STARFRUIT DOWN [5019, 5018, 5020, 5019, 5018, 5020, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5020, 5019, 5018, 5020, 5017, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5019, 5018, 5020, 5017, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5019, 5018, 5020, 5017, 5018, 5017, 5018]
TRACKING_LOG STARFRUIT FLAT [5018, 5020, 5017, 5018, 5017, 5018, 5018]
TRACKING_LOG STARFRUIT DOWN [5020, 5017, 5018, 5017, 5018, 5018, 5018]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5017, 5018, 5018, 5018, 5017]
TRACKING_LOG STARFRUIT FLAT [5018, 5017, 5018, 5018, 5018, 5017, 5018]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5018, 5018, 5017, 5018, 5017]
TRACKING_LOG STARFRUIT DOWN [5018, 5018, 5018, 5017, 5018, 5017, 5016]
TRACKING_LOG STARFRUIT FLAT [5018, 5018, 5017, 5018, 5017, 5016, 5017]
TRACKING_LOG STARFRUIT DOWN [5018, 5017, 5018, 5017, 5016, 5017, 5016]
TRACKING_LOG STARFRUIT FLAT [5017, 5018, 5017, 5016, 5017, 5016, 5016]
TRACKING_LOG STARFRUIT DOWN [5018, 5017, 5016, 5017, 5016, 5016, 5015]
TRACKING_LOG STARFRUIT FLAT [5017, 5016, 5017, 5016, 5016, 5015, 5016]
TRACKING_LOG STARFRUIT FLAT [5016, 5017, 5016, 5016, 5015, 5016, 5017]
TRACKING_LOG STARFRUIT UP [5017, 5016, 5016, 5015, 5016, 5017, 5019]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5015, 5016, 5017, 5019, 5016]
TRACKING_LOG STARFRUIT FLAT [5016, 5015, 5016, 5017, 5019, 5016, 5016]
TRACKING_LOG STARFRUIT FLAT [5015, 5016, 5017, 5019, 5016, 5016, 5016]
TRACKING_LOG STARFRUIT FLAT [5016, 5017, 5019, 5016, 5016, 5016, 5016]
TRACKING_LOG STARFRUIT FLAT [5017, 5019, 5016, 5016, 5016, 5016, 5016]
TRACKING_LOG STARFRUIT DOWN [5019, 5016, 5016, 5016, 5016, 5016, 5016]
TRACKING_LOG STARFRUIT UP [5016, 5016, 5016, 5016, 5016, 5016, 5019]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5016, 5016, 5016, 5019, 5016]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5016, 5016, 5019, 5016, 5016]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5016, 5019, 5016, 5016, 5015]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5019, 5016, 5016, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5016, 5019, 5016, 5016, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT DOWN [5019, 5016, 5016, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5016, 5016, 5015, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5016, 5015, 5015, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5015, 5015, 5015, 5015]
TRACKING_LOG STARFRUIT UP [5015, 5015, 5015, 5015, 5015, 5015, 5018]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5015, 5015, 5018, 5015]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5015, 5018, 5015, 5014]
TRACKING_LOG STARFRUIT FLAT [5015, 5015, 5015, 5018, 5015, 5014, 5014]
TRACKING_LOG STARFRUIT UP [5015, 5015, 5018, 5015, 5014, 5014, 5017]
TRACKING_LOG STARFRUIT FLAT [5015, 5018, 5015, 5014, 5014, 5017, 5014]
TRACKING_LOG STARFRUIT DOWN [5018, 5015, 5014, 5014, 5017, 5014, 5015]
TRACKING_LOG STARFRUIT DOWN [5015, 5014, 5014, 5017, 5014, 5015, 5013]
TRACKING_LOG STARFRUIT FLAT [5014, 5014, 5017, 5014, 5015, 5013, 5013]
TRACKING_LOG STARFRUIT DOWN [5014, 5017, 5014, 5015, 5013, 5013, 5012]
TRACKING_LOG STARFRUIT DOWN [5017, 5014, 5015, 5013, 5013, 5012, 5013]
TRACKING_LOG STARFRUIT FLAT [5014, 5015, 5013, 5013, 5012, 5013, 5013]
TRACKING_LOG STARFRUIT DOWN [5015, 5013, 5013, 5012, 5013, 5013, 5012]
TRACKING_LOG STARFRUIT FLAT [5013, 5013, 5012, 5013, 5013, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5013, 5012, 5013, 5013, 5012, 5012, 5013]
TRACKING_LOG STARFRUIT UP [5012, 5013, 5013, 5012, 5012, 5013, 5014]
TRACKING_LOG STARFRUIT DOWN [5013, 5013, 5012, 5012, 5013, 5014, 5011]
TRACKING_LOG STARFRUIT FLAT [5013, 5012, 5012, 5013, 5014, 5011, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5013, 5014, 5011, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5013, 5014, 5011, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5013, 5014, 5011, 5012, 5012, 5012, 5013]
TRACKING_LOG STARFRUIT DOWN [5014, 5011, 5012, 5012, 5012, 5013, 5012]
TRACKING_LOG STARFRUIT FLAT [5011, 5012, 5012, 5012, 5013, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5013, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5013, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5013, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5013, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5012, 5011]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5012, 5011, 5011]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5012, 5011, 5011, 5011]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5012, 5011, 5011, 5011, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5012, 5011, 5011, 5011, 5012, 5012]
TRACKING_LOG STARFRUIT FLAT [5012, 5011, 5011, 5011, 5012, 5012, 5012]
TRACKING_LOG STARFRUIT UP [5011, 5011, 5011, 5012, 5012, 5012, 5013]
TRACKING_LOG STARFRUIT FLAT [5011, 5011, 5012, 5012, 5012, 5013, 5012]
TRACKING_LOG STARFRUIT FLAT [5011, 5012, 5012, 5012, 5013, 5012, 5011]
TRACKING_LOG STARFRUIT UP [5012, 5012, 5012, 5013, 5012, 5011, 5014]
TRACKING_LOG STARFRUIT UP [5012, 5012, 5013, 5012, 5011, 5014, 5014]
TRACKING_LOG STARFRUIT FLAT [5012, 5013, 5012, 5011, 5014, 5014, 5011]
TRACKING_LOG STARFRUIT FLAT [5013, 5012, 5011, 5014, 5014, 5011, 5013]
TRACKING_LOG STARFRUIT UP [5012, 5011, 5014, 5014, 5011, 5013, 5014]
TRACKING_LOG STARFRUIT FLAT [5011, 5014, 5014, 5011, 5013, 5014, 5010]
TRACKING_LOG STARFRUIT FLAT [5014, 5014, 5011, 5013, 5014, 5010, 5013]
TRACKING_LOG STARFRUIT DOWN [5014, 5011, 5013, 5014, 5010, 5013, 5010]
